x,y,z
-2.014479160308837891e+00,-6.789780616760253906e+00,1.926253128051757812e+01
-1.423374748229980469e+01,2.534496545791625977e+00,6.772833824157714844e+00
1.990416908264160156e+01,1.069962120056152344e+01,-1.150771141052246094e+00
6.360140323638916016e+00,-1.246123504638671875e+01,7.903202056884765625e+00
7.160458087921142578e+00,1.362716293334960938e+01,1.387524795532226562e+01
-6.423716545104980469e+00,2.213046789169311523e+00,1.166371059417724609e+01
-1.733007240295410156e+01,3.792524814605712891e+00,1.028312969207763672e+01
-7.980352401733398438e+00,-1.236685085296630859e+01,1.255203151702880859e+01
-2.510097026824951172e+00,2.208506011962890625e+01,8.699271082878112793e-02
-1.696884346008300781e+01,-7.207267761230468750e+00,-6.156624317169189453e+00
-1.716185951232910156e+01,1.909227252006530762e+00,-1.592689037322998047e+01
-1.937801361083984375e+01,-8.940584182739257812e+00,5.362054824829101562e+00
-1.173412895202636719e+01,5.256941318511962891e+00,-3.746361494064331055e+00
4.291787147521972656e+00,1.422358512878417969e+01,1.466027927398681641e+01
1.204175853729248047e+01,3.287590444087982178e-01,-1.655191040039062500e+01
-4.249820113182067871e-01,7.323469638824462891e+00,1.726664733886718750e+01
-8.005881309509277344e-01,1.916483688354492188e+01,5.500540733337402344e+00
-1.257625389099121094e+01,-3.170675516128540039e+00,-5.825046062469482422e+00
-3.108857572078704834e-01,2.775964021682739258e+00,-1.401132678985595703e+01
9.367381095886230469e+00,-6.005946636199951172e+00,-1.644361114501953125e+01
-1.238192176818847656e+01,-2.042041301727294922e+00,-1.107911396026611328e+01
1.866033172607421875e+01,1.317126083374023438e+01,-4.769860744476318359e+00
4.039407730102539062e+00,-1.925378441810607910e+00,1.884488105773925781e+01
-1.791698217391967773e+00,1.290662479400634766e+01,-1.590781974792480469e+01
-3.887039661407470703e+00,-1.255008792877197266e+01,-8.234385490417480469e+00
3.533612251281738281e+00,-9.155578613281250000e+00,2.309142684936523438e+01
3.064549446105957031e+00,-2.960078477859497070e+00,3.794729232788085938e+00
1.382769393920898438e+01,1.475186824798583984e+01,9.088889122009277344e+00
-1.220975589752197266e+01,-9.746253967285156250e+00,-8.477118492126464844e+00
5.690390110015869141e+00,-5.785140991210937500e+00,-7.822491168975830078e+00
-5.264289855957031250e+00,1.488442778587341309e+00,-1.838967704772949219e+01
-4.163460254669189453e+00,-1.112986564636230469e+01,-7.714706897735595703e+00
-6.735002040863037109e+00,-2.313480615615844727e+00,-3.381047248840332031e+00
1.176465797424316406e+01,4.042851030826568604e-01,1.443378162384033203e+01
-8.079146385192871094e+00,2.344181776046752930e+00,-1.279129409790039062e+01
5.136681199073791504e-01,-1.951696157455444336e+00,5.629583358764648438e+00
-7.135175466537475586e-01,4.068819046020507812e+00,-1.416248798370361328e+01
4.967409133911132812e+00,-4.362776756286621094e+00,-1.792253112792968750e+01
4.039340972900390625e+00,-2.594754219055175781e+00,1.525333762168884277e+00
2.087973594665527344e+01,1.568825340270996094e+01,-9.956412017345428467e-02
-2.047936058044433594e+01,-3.693462848663330078e+00,-7.579998970031738281e+00
-2.584376633167266846e-01,7.625147819519042969e+00,1.771399497985839844e+01
-1.303174972534179688e+00,1.138975334167480469e+01,-1.695029640197753906e+01
9.266918182373046875e+00,-6.232841491699218750e+00,-1.605754852294921875e+01
-6.253313064575195312e+00,6.031720638275146484e+00,3.302957773208618164e+00
9.501503705978393555e-01,7.498389720916748047e+00,-6.130688190460205078e+00
1.186417675018310547e+01,7.017519950866699219e+00,-6.022263050079345703e+00
-6.467319011688232422e+00,-1.292707729339599609e+01,-1.107769203186035156e+01
1.184719657897949219e+01,3.260031223297119141e+00,1.517105388641357422e+01
7.062930464744567871e-01,7.057412624359130859e+00,1.582837224006652832e+00
-5.758263587951660156e+00,-2.082022857666015625e+01,-4.894247353076934814e-01
-5.693238735198974609e+00,7.413269042968750000e+00,7.140344977378845215e-01
-7.096491813659667969e+00,-1.764895439147949219e+01,5.897749662399291992e-01
-1.485189914703369141e+01,-7.123512744903564453e+00,-8.316646575927734375e+00
-3.885828018188476562e+00,7.277771472930908203e+00,1.055953025817871094e+01
-7.652497291564941406e+00,-1.936442184448242188e+01,-2.692313432693481445e+00
1.265495491027832031e+01,6.653508663177490234e+00,1.518744468688964844e+00
1.956130409240722656e+01,1.026173019409179688e+01,-6.303998827934265137e-01
1.121686458587646484e+01,9.451009035110473633e-01,1.515569782257080078e+01
-7.752762317657470703e+00,-1.306093120574951172e+01,6.876463413238525391e+00
1.087607383728027344e+01,7.850510597229003906e+00,-1.840235590934753418e+00
-1.673545956611633301e+00,3.869061470031738281e+00,1.230397510528564453e+01
-5.303190231323242188e+00,-2.109442520141601562e+01,-1.787136793136596680e+00
1.597096538543701172e+01,-2.344115495681762695e+00,-2.284052133560180664e+00
-7.687998294830322266e+00,-2.051991081237792969e+01,-2.737313985824584961e+00
8.657579421997070312e-01,7.189553737640380859e+00,1.741857290267944336e+00
-9.305541992187500000e+00,2.035784959793090820e+00,5.989029407501220703e+00
-6.153275966644287109e+00,1.819830322265625000e+01,1.073130726814270020e+00
-5.855732917785644531e+00,-2.329527854919433594e+01,-2.088716983795166016e+00
-9.995215415954589844e+00,-8.439100265502929688e+00,-1.185628795623779297e+01
-5.825803279876708984e+00,-1.345563220977783203e+01,1.198169040679931641e+01
-1.906946563720703125e+01,-5.858095169067382812e+00,-7.237549424171447754e-01
-1.254940867424011230e+00,1.027490520477294922e+01,-4.458005905151367188e+00
-1.212628650665283203e+01,1.279960393905639648e+00,2.602638244628906250e+00
1.357335376739501953e+01,1.320598220825195312e+01,-7.289303094148635864e-02
3.625226020812988281e+00,-2.231599807739257812e+00,-9.470513343811035156e+00
-4.902186870574951172e+00,1.844772338867187500e+01,4.972491741180419922e+00
2.321978807449340820e+00,-6.036116600036621094e+00,-1.135962486267089844e+01
1.015427970886230469e+01,-5.881347879767417908e-02,1.429342651367187500e+01
-1.555527210235595703e+00,6.932740688323974609e+00,1.482187938690185547e+01
4.083245277404785156e+00,4.531789302825927734e+00,1.581066703796386719e+01
-1.450611877441406250e+01,-1.135862922668457031e+01,-3.215740680694580078e+00
1.232337856292724609e+01,-1.401010894775390625e+01,-7.698602199554443359e+00
7.354837894439697266e+00,6.502053737640380859e-01,1.270591640472412109e+01
-2.855813026428222656e+00,4.976251125335693359e+00,9.433258056640625000e+00
7.719914436340332031e+00,-1.525261783599853516e+01,-8.818011283874511719e+00
-5.293361186981201172e+00,-2.021295166015625000e+01,-2.510442495346069336e+00
1.390351009368896484e+01,3.252825498580932617e+00,-2.577781200408935547e+00
-1.736501693725585938e+01,-1.091987514495849609e+01,1.881401300430297852e+00
2.555955648422241211e+00,-9.184823036193847656e+00,3.533850431442260742e+00
-1.051557636260986328e+01,-4.399301052093505859e+00,4.820904731750488281e+00
-7.672508239746093750e+00,-2.283333778381347656e+01,-2.057520627975463867e+00
-3.840209245681762695e+00,-1.983912086486816406e+01,-3.304533958435058594e+00
1.331004333496093750e+01,-2.084681689739227295e-01,1.456876468658447266e+01
3.960888147354125977e+00,-2.056528091430664062e+00,4.550505638122558594e+00
-9.112957715988159180e-01,-9.420972824096679688e+00,-1.267872452735900879e+00
3.800595760345458984e+00,-2.589313507080078125e+00,-3.637012243270874023e+00
-9.085487365722656250e+00,-2.401522445678710938e+01,-2.017333269119262695e+00
1.377021217346191406e+01,1.308947563171386719e+01,2.145212143659591675e-02
1.010101032257080078e+01,2.019358396530151367e+00,1.557662963867187500e+01
2.808368682861328125e+00,-4.370412349700927734e+00,1.914910316467285156e+01
-1.936948418617248535e+00,1.392495059967041016e+01,2.210856437683105469e+00
-4.831593036651611328e+00,1.547869014739990234e+01,3.753027439117431641e+00
-7.732863426208496094e+00,-1.100356483459472656e+01,-1.585125207901000977e+00
-5.105998039245605469e+00,-2.335262298583984375e+01,-2.174550056457519531e+00
6.282045841217041016e+00,1.092515373229980469e+01,1.343955516815185547e+01
-5.900982856750488281e+00,-2.022952461242675781e+01,7.691788487136363983e-03
-5.974965691566467285e-01,-9.420512199401855469e+00,-1.031321763992309570e+00
2.053762054443359375e+01,1.316306114196777344e+01,-7.327591776847839355e-01
-3.280649662017822266e+00,8.216494560241699219e+00,-1.360275650024414062e+01
-1.844240307807922363e+00,-1.672004318237304688e+01,-1.486281871795654297e+00
9.917570114135742188e+00,3.396804094314575195e+00,-9.406976699829101562e+00
2.484921693801879883e+00,-5.391427516937255859e+00,2.065435600280761719e+01
1.039036959409713745e-01,-9.597789764404296875e+00,-6.487155556678771973e-01
6.071960449218750000e+00,-2.921828985214233398e+00,-9.701395988464355469e+00
-1.177415370941162109e+00,1.487954616546630859e+01,3.884536027908325195e+00
1.689174842834472656e+01,1.062552452087402344e+01,-2.992425203323364258e+00
-8.974613189697265625e+00,-2.475020599365234375e+01,-1.509691596031188965e+00
-5.805786132812500000e+00,1.357154273986816406e+01,2.014435291290283203e+00
1.191671657562255859e+01,-2.555935382843017578e+00,1.326017284393310547e+01
2.876830339431762695e+00,-3.789490699768066406e+00,4.001283645629882812e+00
4.681522846221923828e-01,-6.467030525207519531e+00,2.538075256347656250e+01
1.953407049179077148e+00,-2.164904594421386719e+00,2.052402687072753906e+01
7.556217193603515625e+00,-1.161567687988281250e+01,3.031620740890502930e+00
-1.217628419399261475e-01,-7.378599643707275391e+00,2.047786903381347656e+01
-2.001474761962890625e+01,-2.446834564208984375e+00,-1.108680057525634766e+01
9.076126813888549805e-01,1.242352962493896484e+01,7.636503696441650391e+00
-1.632435441017150879e+00,1.538142681121826172e+01,3.895891904830932617e+00
-2.271418094635009766e+00,-2.968075275421142578e+00,1.871304392814636230e+00
-2.810868263244628906e+00,6.852186203002929688e+00,1.939945697784423828e+00
1.216290187835693359e+01,-1.400621604919433594e+01,-7.664506912231445312e+00
5.723809003829956055e-01,-4.423893451690673828e+00,3.179909944534301758e+00
1.200702571868896484e+01,-6.347486495971679688e+00,-4.184079647064208984e+00
-4.663624763488769531e+00,-1.947171783447265625e+01,-3.482297182083129883e+00
-8.664592742919921875e+00,3.227331876754760742e+00,1.168641185760498047e+01
-7.597171783447265625e+00,-1.202427577972412109e+01,-4.582970619201660156e+00
-5.138983249664306641e+00,-1.932395935058593750e+01,-3.163298130035400391e+00
-6.525521278381347656e+00,-1.633088302612304688e+01,-4.329720497131347656e+00
3.615502357482910156e+00,-2.431964159011840820e+00,9.374957084655761719e-01
-7.202220916748046875e+00,-2.065589523315429688e+01,-2.347644329071044922e+00
7.840479373931884766e+00,-1.824326324462890625e+01,-5.146542549133300781e+00
-2.528772354125976562e+00,-1.003959369659423828e+01,-5.769374370574951172e+00
-1.646783828735351562e+01,-7.931377887725830078e+00,-3.818683624267578125e+00
-8.123452186584472656e+00,-1.404834842681884766e+01,1.178006267547607422e+01
2.725557565689086914e+00,3.135869026184082031e+00,-6.776331424713134766e+00
-3.880932092666625977e+00,-6.179860115051269531e+00,1.800373911857604980e+00
-7.152606487274169922e+00,-2.561430037021636963e-01,-6.245741367340087891e+00
1.251033973693847656e+01,9.290399551391601562e+00,-6.477840423583984375e+00
7.963106155395507812e+00,-6.298121213912963867e-01,-1.387671947479248047e+01
-5.747571587562561035e-01,5.930766582489013672e+00,-1.550886631011962891e+01
-2.561736822128295898e+00,2.001485443115234375e+01,-7.070362567901611328e-01
1.313840675354003906e+01,-5.636445999145507812e+00,1.038986015319824219e+01
-9.434923529624938965e-01,9.855013847351074219e+00,-1.525561523437500000e+01
-1.948096847534179688e+01,-7.854695320129394531e+00,-4.677058458328247070e-01
3.847635984420776367e+00,1.456095790863037109e+01,1.617026329040527344e+01
-1.606207275390625000e+01,-8.248597145080566406e+00,-7.148002624511718750e+00
7.463119506835937500e+00,1.415201950073242188e+01,1.193029403686523438e+01
3.718805313110351562e+00,6.385066986083984375e+00,4.087031841278076172e+00
1.584949344396591187e-01,-6.617712020874023438e+00,2.555270385742187500e+01
-1.606184387207031250e+01,4.285118579864501953e+00,-6.560742855072021484e+00
-2.947483062744140625e+00,-1.265526199340820312e+01,5.366157531738281250e+00
-4.971449851989746094e+00,-1.212393188476562500e+01,-8.533404350280761719e+00
1.700550270080566406e+01,7.941628694534301758e-01,7.023161888122558594e+00
-2.328818798065185547e+00,2.233027458190917969e+00,1.106706523895263672e+01
-2.221450042724609375e+01,3.076190233230590820e+00,-1.532035541534423828e+01
-1.166035747528076172e+01,-5.815665721893310547e+00,-5.033448696136474609e+00
-2.179598999023437500e+01,-1.485048055648803711e+00,-8.409134864807128906e+00
9.025208473205566406e+00,1.358168792724609375e+01,1.592049312591552734e+01
-6.056257247924804688e+00,-8.150172233581542969e+00,-1.093683719635009766e+01
-1.740687370300292969e+01,-1.132277202606201172e+01,-3.864048719406127930e+00
-6.156324386596679688e+00,1.152641105651855469e+01,-1.882123565673828125e+01
1.160057735443115234e+01,-3.596659183502197266e+00,-1.718382835388183594e+01
1.131525707244873047e+01,1.364700555801391602e+00,-1.495640182495117188e+01
1.358565711975097656e+01,3.263330698013305664e+00,5.199072837829589844e+00
9.031280517578125000e+00,-1.528314018249511719e+01,-4.170092105865478516e+00
-1.116126728057861328e+01,-1.099203586578369141e+01,-2.327876091003417969e+00
-4.726331233978271484e+00,1.171023654937744141e+01,1.137559318542480469e+01
1.612739944458007812e+01,-2.265052080154418945e+00,-2.224429607391357422e+00
1.000453662872314453e+01,1.472218036651611328e+00,1.529366111755371094e+01
1.196938610076904297e+01,-8.455718159675598145e-01,5.210494041442871094e+00
-1.790443420410156250e+01,-5.127162456512451172e+00,2.121490478515625000e+00
-3.439879417419433594e+00,-7.399161815643310547e+00,1.625981521606445312e+01
7.597738742828369141e+00,1.352040100097656250e+01,-1.112957075238227844e-01
1.271164798736572266e+01,5.410586670041084290e-02,-1.399270057678222656e+01
-1.416733360290527344e+01,-2.795331716537475586e+00,-1.597468566894531250e+01
1.705940628051757812e+01,1.169057637453079224e-01,4.439591407775878906e+00
-9.391803741455078125e+00,4.196892678737640381e-01,1.173717212677001953e+01
-1.221537685394287109e+01,-9.148445129394531250e+00,-3.443504095077514648e+00
4.915575087070465088e-01,-8.039617538452148438e+00,-1.485319137573242188e+01
-8.540233373641967773e-01,-1.333416652679443359e+01,-3.797929048538208008e+00
7.605055809020996094e+00,-4.708539009094238281e+00,-1.541590309143066406e+01
1.069541454315185547e+01,-3.350072801113128662e-01,1.624803161621093750e+01
8.676539421081542969e+00,1.399885463714599609e+01,1.559164142608642578e+01
-5.025635242462158203e+00,-1.626135826110839844e+01,8.978381156921386719e+00
-1.886705017089843750e+01,1.619560122489929199e+00,5.365548610687255859e+00
5.221843719482421875e-01,-8.176196217536926270e-01,6.471878051757812500e+00
-1.814151167869567871e+00,7.440664291381835938e+00,-1.817051315307617188e+01
4.649581909179687500e+00,1.691062164306640625e+01,2.367141008377075195e+00
-1.672281455993652344e+01,-8.967667579650878906e+00,6.452115535736083984e+00
2.059361648559570312e+01,1.343533039093017578e+00,2.881841361522674561e-01
4.388860702514648438e+00,1.616551017761230469e+01,1.336900711059570312e+01
-2.109747123718261719e+01,9.710425734519958496e-01,-1.548235511779785156e+01
9.066502571105957031e+00,3.843077659606933594e+00,9.996249198913574219e+00
5.759265899658203125e+00,1.221287822723388672e+01,1.216954612731933594e+01
1.758889579772949219e+01,7.739962100982666016e+00,-3.370357275009155273e+00
-1.223249721527099609e+01,-2.722784519195556641e+00,-6.220489501953125000e+00
-6.651235103607177734e+00,1.873010396957397461e+00,-1.595056724548339844e+01
-1.958738899230957031e+01,-8.712421417236328125e+00,1.547859311103820801e+00
-1.692855453491210938e+01,-1.108396911621093750e+01,-5.223124027252197266e-01
-4.529562473297119141e+00,-3.670172452926635742e+00,-1.697680354118347168e+00
8.877724647521972656e+00,-1.518754482269287109e+01,1.205667853355407715e+00
-3.531085491180419922e+00,6.072608232498168945e-01,-5.366002559661865234e+00
-1.799292755126953125e+01,-5.964437961578369141e+00,8.329935073852539062e-01
1.018495750427246094e+01,-3.079469203948974609e+00,8.082074165344238281e+00
-4.243363857269287109e+00,1.790688514709472656e+00,-1.922525024414062500e+01
-1.408352136611938477e+00,1.927591681480407715e+00,5.631116867065429688e+00
1.733620071411132812e+01,2.059775590896606445e+00,5.636760234832763672e+00
5.963526248931884766e+00,1.023324203491210938e+01,1.490734100341796875e+01
-5.560454845428466797e+00,-1.565003776550292969e+01,1.015676021575927734e+01
-9.415696144104003906e+00,-1.268093490600585938e+01,1.085682678222656250e+01
8.309395790100097656e+00,-9.373841285705566406e+00,-1.127687931060791016e+01
-7.505067348480224609e+00,3.531870365142822266e+00,-2.221796751022338867e+00
-2.105828285217285156e+01,3.833164691925048828e+00,-1.326403522491455078e+01
-4.779345512390136719e+00,-1.657539939880371094e+01,8.160718917846679688e+00
-1.124152183532714844e+00,-7.078534603118896484e+00,-4.775417327880859375e+00
-3.209162712097167969e+00,7.108126640319824219e+00,1.489326381683349609e+01
2.053844070434570312e+01,7.321202754974365234e+00,-1.516955852508544922e+00
7.975419521331787109e+00,-8.977139592170715332e-01,-3.664181709289550781e+00
1.021360874176025391e+01,-3.359557628631591797e+00,-4.827106952667236328e+00
1.160069656372070312e+01,1.100312328338623047e+01,-2.655241966247558594e+00
-2.657456636428833008e+00,1.139613437652587891e+01,-1.848272514343261719e+01
-5.792143821716308594e+00,-5.274817943572998047e+00,-6.322621345520019531e+00
1.690051460266113281e+01,-1.122491478919982910e+00,-2.766948461532592773e+00
-1.035322284698486328e+01,-1.294156265258789062e+01,-9.566905975341796875e+00
1.512787818908691406e+01,-5.914514541625976562e+00,8.817507743835449219e+00
2.049726486206054688e+01,1.171214461326599121e+00,5.576546788215637207e-01
-1.677941828966140747e-01,1.889659690856933594e+01,6.704972743988037109e+00
-6.067803859710693359e+00,1.832299828529357910e+00,1.083624935150146484e+01
7.392172336578369141e+00,7.578061580657958984e+00,-2.517557621002197266e+00
-2.423651695251464844e+00,8.824816703796386719e+00,4.554201602935791016e+00
-2.982760667800903320e-01,1.403309440612792969e+01,3.678237199783325195e+00
-2.016988396644592285e-01,-5.649611949920654297e+00,2.442236518859863281e+01
2.255236864089965820e+00,-1.629904747009277344e+01,-4.414866447448730469e+00
1.015376853942871094e+01,1.642421841621398926e+00,1.535991191864013672e+01
-2.126034355163574219e+01,-1.103501892089843750e+01,1.390760660171508789e+00
1.209773159027099609e+01,1.267360019683837891e+01,9.989026784896850586e-01
1.380017662048339844e+01,-5.717562675476074219e+00,4.048285007476806641e+00
3.653706550598144531e+00,-1.065830230712890625e+01,2.097131156921386719e+01
9.949091911315917969e+00,-1.618032455444335938e+01,-6.185748100280761719e+00
5.507373332977294922e+00,1.080828309059143066e+00,2.226100444793701172e+00
-1.527819442749023438e+01,2.948908567428588867e+00,7.502739429473876953e+00
-1.298181438446044922e+01,-8.160631179809570312e+00,-1.532908797264099121e+00
-1.051998233795166016e+01,-1.839713859558105469e+01,-1.568146109580993652e+00
6.399041652679443359e+00,2.058696508407592773e+00,-1.041677761077880859e+01
-8.479983210563659668e-01,1.030281257629394531e+01,-1.292400360107421875e+01
1.564583873748779297e+01,1.818148851394653320e+00,-2.613054752349853516e+00
9.615994453430175781e+00,1.561042022705078125e+01,-1.266586208343505859e+01
-1.193924918770790100e-01,1.463425731658935547e+01,4.254668235778808594e+00
1.511757493019104004e+00,-4.343797683715820312e+00,1.803101181983947754e+00
-1.726203155517578125e+01,-1.338675594329833984e+01,-3.642980575561523438e+00
-7.830513954162597656e+00,2.585299253463745117e+00,-1.342299103736877441e+00
7.647902965545654297e+00,-5.428007602691650391e+00,-1.638438415527343750e+01
6.882425308227539062e+00,-5.722463607788085938e+00,-9.367637634277343750e+00
-1.094022750854492188e+00,1.188560009002685547e+01,1.119906902313232422e+01
1.993983268737792969e+01,3.934806585311889648e+00,3.017819166183471680e+00
6.281137466430664062e+00,1.552150440216064453e+01,3.195233345031738281e+00
1.150889778137207031e+01,1.198550510406494141e+01,-5.342465877532958984e+00
-3.524282693862915039e+00,-1.141761875152587891e+01,1.485666155815124512e+00
-5.356527328491210938e+00,1.005183219909667969e+01,-1.808928298950195312e+01
1.207772827148437500e+01,1.631785964965820312e+01,1.685612082481384277e+00
1.674925613403320312e+01,-2.409342527389526367e+00,9.673048019409179688e+00
-8.578291893005371094e+00,9.941615909337997437e-02,3.629059076309204102e+00
1.124306869506835938e+01,1.057781124114990234e+01,1.854966998100280762e+00
2.084308624267578125e+00,-3.730734288692474365e-01,-5.149357318878173828e+00
1.284089565277099609e+01,1.399382972717285156e+01,-2.353450775146484375e+00
-1.367980599403381348e+00,-8.465181350708007812e+00,-4.822678089141845703e+00
5.618182182312011719e+00,-1.103240680694580078e+01,-6.123439311981201172e+00
-2.416260910034179688e+01,3.402934074401855469e+00,-1.384058094024658203e+01
-9.786904335021972656e+00,2.446212530136108398e+00,1.559202766418457031e+01
8.213112831115722656e+00,1.387871551513671875e+01,7.057571411132812500e+00
-3.437907695770263672e+00,-7.412469863891601562e+00,1.628701591491699219e+01
-2.078085660934448242e+00,1.331335067749023438e+01,-1.654243469238281250e+01
1.223394012451171875e+01,5.007789731025695801e-01,1.168965244293212891e+01
2.330227851867675781e+00,1.023813438415527344e+01,-4.742514133453369141e+00
-2.551541566848754883e+00,9.729497909545898438e+00,1.009431934356689453e+01
-2.129741191864013672e+00,-8.738671302795410156e+00,-3.850537776947021484e+00
-1.486113739013671875e+01,-5.264660358428955078e+00,5.493854045867919922e+00
-1.717819404602050781e+01,3.899841010570526123e-01,2.447381019592285156e+00
-2.276386451721191406e+01,1.770710825920104980e+00,-1.084192466735839844e+01
-4.153756141662597656e+00,8.622493743896484375e+00,1.444044876098632812e+01
2.120209693908691406e+01,5.982055664062500000e+00,-1.579861879348754883e+00
4.915941715240478516e+00,-1.067832756042480469e+01,-8.878553390502929688e+00
-1.301678562164306641e+01,1.835955530405044556e-01,4.519244670867919922e+00
-2.251470088958740234e+00,2.091243267059326172e+00,1.022525119781494141e+01
3.544730663299560547e+00,-6.746465682983398438e+00,-1.569805622100830078e+01
-1.869288825988769531e+01,-5.648122787475585938e+00,-4.504987716674804688e+00
-6.625128269195556641e+00,1.581896877288818359e+01,-2.780903339385986328e+00
6.763291358947753906e+00,1.266531705856323242e+00,1.378646564483642578e+01
-1.625092148780822754e+00,1.619919204711914062e+01,9.079863548278808594e+00
-3.316840171813964844e+00,1.187397098541259766e+01,-2.759661972522735596e-01
4.527874946594238281e+00,-9.352023124694824219e+00,2.141624641418457031e+01
8.315771102905273438e+00,-5.585724115371704102e-01,-1.640456199645996094e+01
2.139099311828613281e+01,7.575497150421142578e+00,-5.925796627998352051e-01
-1.549140739440917969e+01,3.518207073211669922e+00,-1.265203189849853516e+01
-9.289343953132629395e-01,-3.825505256652832031e+00,1.965973281860351562e+01
-2.870248079299926758e+00,1.824750900268554688e+01,2.569133520126342773e+00
1.822827529907226562e+01,1.767436790466308594e+01,3.305459737777709961e+00
-1.350733661651611328e+01,4.309426307678222656e+00,-1.064773559570312500e+01
-1.462806701660156250e+01,-8.925786614418029785e-01,-1.472012424468994141e+01
-2.040338516235351562e-02,-9.734852910041809082e-01,-7.036388397216796875e+00
-1.159623146057128906e+01,-1.246960353851318359e+01,-7.927473545074462891e+00
-1.178850650787353516e+01,2.390336990356445312e+00,6.997684478759765625e+00
4.883585929870605469e+00,1.405148220062255859e+01,3.294642210006713867e+00
-3.385468244552612305e+00,7.487772464752197266e+00,1.529174232482910156e+01
-1.986737608909606934e+00,-1.575560188293457031e+01,-4.730590820312500000e+00
-1.135967922210693359e+01,-2.198301124572753906e+01,1.236989140510559082e+00
1.161103248596191406e+01,1.478494930267333984e+01,7.956172943115234375e+00
3.931267738342285156e+00,1.417506980895996094e+01,-1.145326232910156250e+01
2.277232885360717773e+00,5.139633417129516602e-01,-1.037392711639404297e+01
